comment-id,comment,total-votes,total-agrees,total-disagrees,total-passes,group-a-votes,group-a-agrees,group-a-disagrees,group-a-passes,group-b-votes,group-b-agrees,group-b-disagrees,group-b-passes
6494,"I would like to see efforts at investing in the next generation by creating coaching, mentoring and discipleship programs.",34,19,5,10,10,4,2,4,24,15,3,6
6495,"Make the main roads more walkable! Too many people getting hit by cars everyday. A majority of our hotels are on those roads as well.",1,1,0,0,0,0,0,0,1,1,0,0
6496,"A Ross",1,1,0,0,0,0,0,0,1,1,0,0
6497,"Spotted in Bowling Green will be the #1 news outlet",27,5,9,13,8,1,2,5,19,4,7,8
6498,"BG needs to do more about the homeless population.",1,1,0,0,0,0,0,0,1,1,0,0
6499,"Passenger Train Service needed in BG.",1,1,0,0,0,0,0,0,1,1,0,0
6500,"BG 2050 will have regular scheduled multi pickup points for workers from around town to the north and south industrial parks",35,22,2,11,11,2,2,7,24,20,0,4
6501,"Better live music venues",1,1,0,0,0,0,0,0,1,1,0,0
6502,"I would love to have train transportation  in bg again  . I think it would be great  for those who want fly .",0,0,0,0,0,0,0,0,0,0,0,0
6503,"More restaurants, 1,000,000 more restaurants there’s not enough",0,0,0,0,0,0,0,0,0,0,0,0
6504,"I think there needs to be more family-oriented activities for everyone. Roller and ice skating rinks for example.",1,1,0,0,0,0,0,0,1,1,0,0
6505,"recovery-in whatever form it takes-restoration",0,0,0,0,0,0,0,0,0,0,0,0
6506,"Our veterans need more options for community engagement and living. They deserve dignity.",34,25,1,8,12,4,1,7,22,21,0,1
6507,"Jobs for people who have past felony convictions on their record because people change. They just made mistakes in the past.",34,22,0,12,11,2,0,9,23,20,0,3
6508,"Commercial flights to Charlotte, NC.",27,6,6,15,8,1,1,6,19,5,5,9
6509,"A hands-on museum for kids and adults, similar to the Science Museum in Louisville with interactive displays.",1,1,0,0,0,0,0,0,1,1,0,0
6510,"An aquarium would be great.",1,1,0,0,0,0,0,0,1,1,0,0
6511,"Bg should build a new airport for larger flights/higher shipment volumes. Get rid of old airport and add new mall there for entertainment.",1,1,0,0,0,0,0,0,1,1,0,0
6512,"Public transport is going to need to be added with increase in population, more walkable and easily accessible locations to improve traffic",1,1,0,0,0,0,0,0,1,1,0,0
6513,"BG will have more JOBS, we need less manufacturing plants and more commercial/sales/everyday jobs for all people",33,16,4,13,10,2,1,7,23,14,3,6
6514,"We'll have more events that go longer than just 4 hours.",28,7,1,20,9,2,0,7,19,5,1,13
6515,"Bg will invest in public schools bringing better education to the city, as well as career schools/vocational programs",1,1,0,0,0,0,0,0,1,1,0,0
6516,"Bowling green has become a place of work and expensive sleep, I want to see more local activities for all ages",1,1,0,0,0,0,0,0,1,1,0,0
6517,"We need a non-slaughter chicken farm just for free range eggs.",30,11,2,17,9,1,0,8,21,10,2,9
6520,"A more smoother dmv system.",1,1,0,0,0,0,0,0,1,1,0,0
6521,"A Dave’s hot chicken",28,3,10,15,8,0,2,6,20,3,8,9
6522,"More job opportunities for teens",1,1,0,0,0,0,0,0,1,1,0,0
6523,"A 4dx movie theater",31,8,5,18,10,0,1,9,21,8,4,9
6524,"We need more signs that tell us we are in Bowling Green.",26,3,10,13,8,0,3,5,18,3,7,8
6525,"We will have indoor racing go karts.",30,6,9,15,9,1,2,6,21,5,7,9
6526,"We will have bumper cars.",26,3,7,16,8,1,0,7,18,2,7,9
6527,"In 2050, we will have more fall festivities downtown.",32,18,2,12,9,2,0,7,23,16,2,5
6528,"BG needs a trader joes !",0,0,0,0,0,0,0,0,0,0,0,0
6529,"We will have better assistance through things like Community Action to help minimize folks taking more than they need.",29,9,1,19,8,1,0,7,21,8,1,12
6530,"Southern Lanes will still be here and updated in 2050.",29,12,1,16,8,2,0,6,21,10,1,10
6531,"We will clean up and shape up not-so-honest car lots.",33,17,1,15,10,2,0,8,23,15,1,7
6532,"We will clean up and shape up the not-so-honest auto repair shops.",32,14,2,16,10,1,1,8,22,13,1,8
6533,"Look at how Carmel IN attracts businesses through tax benefits and follow suit.",30,6,0,24,8,2,0,6,22,4,0,18
6534,"It would be nice to have stricter design standards for the city.",32,15,1,16,9,2,0,7,23,13,1,9
6535,"We will require trash pickup across annexed areas.",28,11,0,17,9,1,0,8,19,10,0,9
6536,"We will mandate that businesses pick up around their properties.",35,22,1,12,11,3,0,8,24,19,1,4
6537,"We will use our incarcerated people to help with trash pickup around the city.",31,13,5,13,9,2,0,7,22,11,5,6
6538,"Design and develop an area as a hostel for the homeless to clean, find rest, feel safe--similar to other countries for hikers.",32,14,5,13,9,2,1,6,23,12,4,7
6539,"We will have senior centers at all our parks.",29,14,1,14,9,1,0,8,20,13,1,6
6540,"Bowling green should focus on low income housing for people who can pay bills but can’t afford the outrageous houses that are available.",33,20,2,11,9,3,0,6,24,17,2,5
6541,"Lost its identity and small town feel. It’s too large already. Too many stop lights. Too much traffic. Way to many apartment buildings",1,1,0,0,1,1,0,0,0,0,0,0
6542,"Greenways trail like White House, TN",32,18,1,13,10,3,1,6,22,15,0,7
6543,"I hope our movie theaters offer alcohol.",30,8,8,14,8,0,3,5,22,8,5,9
6544,"We will have biking and walking paths throughout our community connecting parks, restaurants and other attractions for families",0,0,0,0,0,0,0,0,0,0,0,0
6545,"Restrict large business signs on main roadways for a better aesthetic.",34,22,0,12,11,4,0,7,23,18,0,5
6546,"We will have more Vietnamese restaurants.",30,12,2,16,10,0,2,8,20,12,0,8
6547,"We will have multiple Burmese restaurants.",27,10,2,15,8,0,2,6,19,10,0,9
6548,"We will have Filipino restaurants.",32,16,2,14,10,0,2,8,22,16,0,6
6549,"We will have more places that offer boba drinks.",27,6,7,14,8,0,2,6,19,6,5,8
6550,"Bowling Green will have an independent movie theater to support a thriving local cinema scene.",1,1,0,0,0,0,0,0,1,1,0,0
6551,"Good public transportation that meets the needs of citizens.  Public transportation needs to be increased routes and times",1,1,0,0,0,0,0,0,1,1,0,0
6552,"By 2050, I hope Bowling Green thrives with growth, innovation & opportunity—while keeping its small-town charm & deep roots intact.",35,25,2,8,11,4,1,6,24,21,1,2
6553,"Build bridges or tunnels over train tracks. I'm tired of CSX and their chaotic schedules always ruining my commute.",1,1,0,0,1,1,0,0,0,0,0,0
6554,"a topgolf",1,1,0,0,0,0,0,0,1,1,0,0
6555,"Buffet style restaurant",27,5,8,14,8,1,0,7,19,4,8,7
6556,"RadioShack.",27,2,12,13,8,0,2,6,19,2,10,7
6557,"More development on the east side",0,0,0,0,0,0,0,0,0,0,0,0
6558,"I see Bowling Green as a place where culture is further celebrated. A lot less crime, and a lot less drugs.",0,0,0,0,0,0,0,0,0,0,0,0
6559,"In 2050 Slum Lords and Absentee Landlords will be legally held responsible for the living conditions of their properties.",34,25,0,9,10,3,0,7,24,22,0,2
6560,"There will be code regulations holding property owners in less desirable areas of town responsible for the appearance of their property.",35,18,5,12,10,3,1,6,25,15,4,6
6561,"Mandate all utilities be underground",1,1,0,0,1,1,0,0,0,0,0,0
6562,"Stop spending government dollars on wood fences",32,8,7,17,10,1,2,7,22,7,5,10
6563,"No private business on welcome signs",1,1,0,0,1,1,0,0,0,0,0,0
6564,"Remove illegal signs in r/w",30,18,0,12,8,3,0,5,22,15,0,7
6565,"No billboards except along interstate",35,22,1,12,12,4,1,7,23,18,0,5
6566,"Outlaw hazardous led billboards",29,12,0,17,9,2,0,7,20,10,0,10
6567,"Incentivize higher wages",1,1,0,0,1,1,0,0,0,0,0,0
6568,"Findfiber.net will be where everyone signs up for internet",1,1,0,0,0,0,0,0,1,1,0,0
6570,"Don’t be Nashville!! Plan for public transportation like a Marta system before there are 500,000 people here.",1,1,0,0,0,0,0,0,1,1,0,0
6572,"Less apartments and more crops in fields. Happier citizens who enjoy BG and not grumpy from overgrowth and traffic congestion.",1,1,0,0,1,1,0,0,0,0,0,0
6573,"Electric car hookups at restaurants while your eating your food",31,14,10,7,9,1,3,5,22,13,7,2
6574,"Establish a new architecture overlay district unique to BGs history.",29,9,1,19,8,1,0,7,21,8,1,12
6575,"Add turn lanes, extend turn lanes, add double turn lanes at congested intersections.",1,1,0,0,1,1,0,0,0,0,0,0
6576,"Kytc prioritizes efficiency over safety",26,3,7,16,8,1,0,7,18,2,7,9
6579,"Force farmers to follow the same water quality acts that developers have to follow",31,12,3,16,9,3,0,6,22,9,3,10
6580,"We’ll have weekly home recycling pickups again.",1,1,0,0,1,1,0,0,0,0,0,0
6582,"Equal support and funding for all high schools - not just South Warren and Bowling Green.",33,18,2,13,11,2,1,8,22,16,1,5
6583,"Zero tolerance for panhandlers.",1,1,0,0,1,1,0,0,0,0,0,0
6584,"Less roundabouts.",1,1,0,0,1,1,0,0,0,0,0,0
6585,"More restrictions on businesses to clean up their outside appearance. Morgantown, Russellville & Louisville Roads look run down and terrible",1,1,0,0,1,1,0,0,0,0,0,0
6587,"Less Car Washes.",1,1,0,0,1,1,0,0,0,0,0,0
6590,"Better police support from community leaders",35,15,6,14,11,2,1,8,24,13,5,6
6592,"I want to see BG become a place where people can actually get where they are going without traffic jams and where small business thrives.",1,1,0,0,1,1,0,0,0,0,0,0
6593,"Large organizations will stop buying random properties and turning them into parking lots or leaving them abandoned waste lands.",33,23,1,9,11,6,0,5,22,17,1,4
6594,"Bowling Green will have venues built for big name shows, not 2nd and 3rd rate acts.",26,9,3,14,8,3,0,5,18,6,3,9
6595,"We will add turn lanes to many of our roads.",29,11,3,15,8,1,0,7,21,10,3,8
6596,"We will extend turn lanes on many of our roads.",31,11,4,16,8,1,0,7,23,10,4,9
6597,"We will add double turn lanes at congested intersections.",27,8,6,13,8,2,1,5,19,6,5,8
6598,"We will have local TV stations with operations that reflect a city of expanded size.",29,17,0,12,8,2,0,6,21,15,0,6
6599,"Plan for public transportation like a Marta system before there are 500,000 people here.",33,20,1,12,10,3,0,7,23,17,1,5
6600,"We will have good brewery options with good beer.",32,18,3,11,10,3,1,6,22,15,2,5
6601,"In 2050, we will have nice people working in our public offices.",29,17,0,12,9,2,0,7,20,15,0,5
6602,"We need more community events like Owensboro: Burger Week, Friday after 5, BBq festival.",31,19,1,11,9,3,0,6,22,16,1,5
6603,"Put pee-pee/poo-poo stations throughout town to go pee-pee and poo-poo",0,0,0,0,0,0,0,0,0,0,0,0
6604,"Okay hear me out. A Dave & Busters with a Trader Joe’s inside and a Golden Corral as the restaurant.",25,0,13,12,8,0,4,4,17,0,9,8
6605,"We should have a children's museum that is fun, creative, and educational.  Like City Musuem in St. LOUIS.",1,1,0,0,1,1,0,0,0,0,0,0
6606,"I think it would be great to have a new or upgraded movie theater!",1,1,0,0,0,0,0,0,1,1,0,0
6607,"The crime rate to stay low/go lower than now! Make BG feel safe!",1,1,0,0,0,0,0,0,1,1,0,0
6608,"bowling green needs to take a stand and uplift all things queer, anti racist, diverse, and inclusive. it will lose folks if not",1,1,0,0,0,0,0,0,1,1,0,0
6609,"That Bowling Green has stopped welcoming mass culture changing people who dilute our southern core values and the city is lost by default.",1,1,0,0,1,1,0,0,0,0,0,0
6610,"That the current ""click"" government is finally overridden into a city/county metro form of appropriate management and oversight.",1,1,0,0,1,1,0,0,0,0,0,0
6611,"Uphold the ""fireworks"" issue as written and the ""bombing"" of our fine city stopped. The high refugee population seem to enjoy the noise.",1,1,0,0,1,1,0,0,0,0,0,0
6612,"Bowling Green will have a variety of charter schools to better suite parental preferences of their children's cultural learning.",1,1,0,0,1,1,0,0,0,0,0,0
6613,"That the trash pickup negotiated contract improves. With smaller waste containers of more appropriate colors that will blend with our homes.",1,1,0,0,1,1,0,0,0,0,0,0
6614,"That Bowling Green rolls up the immigrant red carpet and stops the constant influx of nonconforming groups who then push their own agendas.",1,1,0,0,1,1,0,0,0,0,0,0
6615,"That a new airport is built somewhere other than the middle of a highly populated area. It's just a matter of time until the luck runs out.",1,1,0,0,1,1,0,0,0,0,0,0
6616,"That Bowling Green will dial down the efforts of becoming the poster city and mecca of the LGBTQIA+ movement.",1,1,0,0,1,1,0,0,0,0,0,0
6617,"The currant immigrant draw is too much now. If it continues into the 2050 Bowling Green the city will be forever transformed and forgotten.",1,1,0,0,1,1,0,0,0,0,0,0
6618,"Do more to improve the cosmetics of Campbell Lane. Junky car lots with wrecked vehicles and their greasy, oily eyesores have taken over.",34,15,4,15,11,3,1,7,23,12,3,8
6619,"More roundabouts!",1,1,0,0,0,0,0,0,1,1,0,0
6620,"An amazing place to live begins with the highest standards of public schools and public safety with forward thinking traffic dispersion plan",1,1,0,0,0,0,0,0,1,1,0,0
6621,"Bowling Green will be an ecosystem that attracts world-class startup founders & talent.",32,14,3,15,9,1,1,7,23,13,2,8
6622,"BG needs to alleviate traffic congestion on scottsville Rd.",0,0,0,0,0,0,0,0,0,0,0,0
6623,"I believe that all sidewalks will be carpeted, nothing better than walking around the square in your socky feet. Tooter",0,0,0,0,0,0,0,0,0,0,0,0
6624,"I would love to see a series of meatball filled boxes around the city for the hungry peoples :-(",27,2,14,11,9,1,2,6,18,1,12,5
6625,"Legalized prostitution in the  downtown district, with fair rates! Help a brother out!",30,3,20,7,10,1,5,4,20,2,15,3
6626,"I  imagine the city covered by a huge dome, allowing us to enjoy climate controlled weather year round!",26,1,19,6,8,1,3,4,18,0,16,2
6627,"I have cheetos in my socks",0,0,0,0,0,0,0,0,0,0,0,0
6629,"We need legal brothels!",1,1,0,0,1,1,0,0,0,0,0,0
6630,"Downtown BG will have a 5/5 walkability score from Riverfront Park to Fountain Square. Trader Joe’s will be our downtown grocery.",1,1,0,0,0,0,0,0,1,1,0,0
6631,"We will have public restrooms available throughout the town.",32,17,5,10,10,4,1,5,22,13,4,5
6632,"Bowling Green will have waste containers that have more appropriate colors that will blend with our homes.",32,11,4,17,10,3,1,6,22,8,3,11
6633,"Bowling Green will have smaller waste containers.",25,3,9,13,8,0,1,7,17,3,8,6
6634,"Downtown BG will have a 5/5 walkability score from Riverfront Park to Fountain Square.",34,28,0,6,11,5,0,6,23,23,0,0
6635,"Trader Joe’s will be our downtown grocery.",30,14,4,12,9,4,1,4,21,10,3,8
6636,"I believe that all sidewalks will be carpeted. Nothing better than walking around the square in your socky feet.",25,0,20,5,8,0,6,2,17,0,14,3
6637,"Incentivize farms to add greenhouses and small plots to grow medicinal plants for making drugs (not pot)",30,12,2,16,9,1,1,7,21,11,1,9
6638,"Encourage farms to expand growing options that are lucrative and not sell land to build homes",33,19,1,13,10,3,0,7,23,16,1,6
6639,"More support for our farming community to include Co Ops",1,1,0,0,0,0,0,0,1,1,0,0
6640,"Bike trails throughout the county",1,1,0,0,0,0,0,0,1,1,0,0
6641,"Move the airport",1,1,0,0,0,0,0,0,1,1,0,0
6642,"Encourage home composting",32,27,0,5,8,5,0,3,24,22,0,2
6643,"Bring in manufacturers who make cardboard takeout containers, bread ties, hot cups not styrofoam",30,13,2,15,8,2,0,6,22,11,2,9
6644,"More local wrestling events!",30,8,13,9,8,0,5,3,22,8,8,6
6645,"Strengthen animal control laws. Too much abuse and puppy mills",33,25,0,8,10,5,0,5,23,20,0,3
6646,"More senior assisted living",1,1,0,0,0,0,0,0,1,1,0,0
6647,"Fix the problem that is the Cave Mill Road/Scottsville Road all the way down Lovers Lane past the WCPS Board of Education.",1,1,0,0,1,1,0,0,0,0,0,0
6648,"Commission to study ways to recycle or use manufacturing waste produced by our industrial businesses",33,22,1,10,9,3,0,6,24,19,1,4
6649,"Build a plant here that recycles metal not ship out. Can be used to build homes instead of wood",33,14,4,15,9,2,0,7,24,12,4,8
6650,"Work with other counties to preserve their farmland for feeding people",35,23,2,10,11,5,0,6,24,18,2,4
6651,"In 2050 BG could be more metropolitan.  Bringing in more events. And having more to do.  We are uniquely positioned in the SOKY",0,0,0,0,0,0,0,0,0,0,0,0
6652,"Involve everyday citizens in formation of comprehensive plan and then ABIDE by it.",32,15,1,16,10,1,0,9,22,14,1,7
6653,"Alternate energy sources can be encouraged but not mandated",29,15,0,14,8,2,0,6,21,13,0,8
6654,"More family friendly places, that includes the toddlers to the teens. More indoor parks.",1,1,0,0,0,0,0,0,1,1,0,0
6655,"considering the amount of traffic in bowling  green, i think a widening of the Scottsville road would be a great idea.",0,0,0,0,0,0,0,0,0,0,0,0
6656,"Fix the traffic problems at the intersection of Cave Mill Road and Scottsville Road.",32,15,3,14,9,3,0,6,23,12,3,8
6657,"Fix the traffic problems on Lovers Lane from Scottsville Road to the Warren County Public Schools Board of Education building.",28,7,4,17,8,2,0,6,20,5,4,11
6658,"I'm tired of spending $50 for a family of 4 to eat out we don't do all the time. But would be nice to have a all you can eat for that price",30,7,7,16,10,2,1,7,20,5,6,9
6659,"More affordable housing for the aging population. Income based and handicap accessible units.",1,1,0,0,0,0,0,0,1,1,0,0
6660,"For Bowling Green to have domestic airport or international airport by 2050.",1,1,0,0,0,0,0,0,1,1,0,0
6661,"1/3 of the population  are senior citizens. BG needs an active senior center six days a week with evening activities not just mid day",33,23,0,10,10,5,0,5,23,18,0,5
6662,"BG needs a YMCA",1,1,0,0,1,1,0,0,0,0,0,0
6663,"Senior are not able to attend downtown events b/c they are not able to walk from the parking structure",1,1,0,0,1,1,0,0,0,0,0,0
6664,"In town Senior Center",1,1,0,0,1,1,0,0,0,0,0,0
6665,"More affordable and accessible transportation for seniors. Most seniors can’t get to current bus stops",1,1,0,0,1,1,0,0,0,0,0,0
6666,"I'd like a golden corral or a buffet option like we had with Ryan's.",1,1,0,0,0,0,0,0,1,1,0,0
6667,"BG will grow to have more subdivisions in surrounding counties with better roads between.",28,8,8,12,8,1,1,6,20,7,7,6
6668,"a smaller community atmosphere with larger community resources and programs",32,18,1,13,10,2,0,8,22,16,1,5
6669,"we need to make sure our infrastructure is up to the growth anticipated",0,0,0,0,0,0,0,0,0,0,0,0
6670,"We will be a well designed town with architecture and planning to create spaces and places people want to be. Designed for experiences",33,24,1,8,10,3,1,6,23,21,0,2
6671,"We will be a town with districts that support art, breweries, food because we gave incentive to attract these makers from other places",33,21,3,9,10,2,2,6,23,19,1,3
6673,"Can we get some brownstones instead of subdivisions? We don't have to build uninspiring things. Borrow from the past for a future",33,23,0,10,9,3,0,6,24,20,0,4
6674,"I dream of a route 66 style district (the by-pass) to support our auto tourism. Retro eateries live drive-ins, lots of neon and classic cars",30,14,2,14,8,1,1,6,22,13,1,8
6675,"Bowling Green needs to find it’s unique voice and stop trying to be Louisville or Nashville!",33,20,1,12,10,5,0,5,23,15,1,7
6676,"I'd love to see more casual spaces downtown (besides bars or restaurants) where people can enjoy time together.",0,0,0,0,0,0,0,0,0,0,0,0
6677,"We need bike trails that do not require bikers to go on backroads. A bike bath from downtown and down Louisville Rd toward Mammoth Cave.",0,0,0,0,0,0,0,0,0,0,0,0
6678,"It's time to contain the urban sprawl.  Build up, not out!",1,1,0,0,0,0,0,0,1,1,0,0
6679,"More Christian private schools",29,6,15,8,8,2,2,4,21,4,13,4
6680,"In 2050 driving or walking around town will be an experience and delight. We made street level ux a priority other places will study us",33,19,0,14,9,2,0,7,24,17,0,7
6681,"We will look back at investing in developing an architecture plan and guidelines as the blueprint that made our town an extraordinary place",32,19,1,12,9,3,1,5,23,16,0,7
6682,"We will celebrate the choice to prioritize foot traffic over cars that led to building interesting explorable places causing a tourism boom",35,24,1,10,11,4,1,6,24,20,0,4
6683,"Our investment in municipal golf proved to be a great preservation of green space. Sustainable course redesigns have been studied by others",1,1,0,0,0,0,0,0,1,1,0,0
6684,"Classic architecture templates persevered our town historical feel while encouraging growth and made the perfect place for life and work",1,1,0,0,0,0,0,0,1,1,0,0
6685,"Design this this town like we aren't trash. We do not have to be the cheapest version of ourself. Otherwise folks will always flee",32,19,1,12,9,2,0,7,23,17,1,5
6686,"We saw how term limits on commissioners lead to fresh leadership and growth, not just the same uninspired ideas",34,19,0,15,10,4,0,6,24,15,0,9
6687,"We finally have a brewery that actually make good beer! Unfortunately now I'm so old my doctor says I shouldn't drink much",1,1,0,0,0,0,0,0,1,1,0,0
6688,"Our Board of Design proved to be pivotal in making our town making the top 10 most beautiful places to live in the US!",31,15,1,15,9,2,0,7,22,13,1,8
6689,"11% of Bowling Green‘s population is over 65. 19% is between 55 and 65. I saw no one on the listening board representing seniors",1,1,0,0,1,1,0,0,0,0,0,0
6690,"Senior center located with in the city.",1,1,0,0,1,1,0,0,0,0,0,0
6691,"FREE parking",1,1,0,0,1,1,0,0,0,0,0,0
6692,"Free transit for seniors",1,1,0,0,1,1,0,0,0,0,0,0
6693,"Free community gardens for those who work in them",33,23,2,8,11,3,1,7,22,20,1,1
6694,"Shuttles to events for seniors concerts in the park, Winterfest, WKU ball games, other WKU events, etc.",33,20,1,12,11,3,0,8,22,17,1,4
6695,"As Bowling Green continues to grow, I would like to see an emphasis on cleaner energy, health and nature.",1,1,0,0,0,0,0,0,1,1,0,0
6696,"As we continue to grow, I would like to see more outreach programs to truly help those in need, not just give them temporary assistance.",1,1,0,0,0,0,0,0,1,1,0,0
6697,"I would like to see more emphasis on health and fitness. It's essential for a community to maintain its health as it grows.",1,1,0,0,0,0,0,0,1,1,0,0
6698,"There are so many coffee shops.... a few tea shops would be nice.",31,19,1,11,8,3,0,5,23,16,1,6
6699,"More ways to experience cinema... maybe a drive-in or dollar theatre.",1,1,0,0,0,0,0,0,1,1,0,0
6700,"We need more options for recycling.",1,1,0,0,0,0,0,0,1,1,0,0
6701,"I would love to get a Trader Joe's",0,0,0,0,0,0,0,0,0,0,0,0
6702,"More restaurants that emphasize healthier food options. More options for vegetarians and vegans as well.",1,1,0,0,0,0,0,0,1,1,0,0
6703,"In 2050, Bowling Green’s organizations and businesses should be trained to step in when witnessing the warning signs of violence",32,18,0,14,9,1,0,8,23,17,0,6
6704,"Bowling Green will prioritize violence prevention efforts starting as early as other forms of education",31,21,0,10,9,3,0,6,22,18,0,4
6705,"A classic arcade would be awesome.",1,1,0,0,0,0,0,0,1,1,0,0
6706,"More public trash and recycling bins.",1,1,0,0,0,0,0,0,1,1,0,0
6707,"Incentive programs to promote less litter or cleaning litter up.",35,27,0,8,11,4,0,7,24,23,0,1
6708,"Forward-thinking traffic infrastructure with more main roads, wider roads, and new bypasses.",1,1,0,0,0,0,0,0,1,1,0,0
6709,"WKU will have ample parking convenient to it's buildings.",30,14,6,10,8,3,2,3,22,11,4,7
6710,"Set general guidelines for the exteriors of businesses -especially the gaudy signs or nuisance lighting (e.g. the smoke shop by Azzip)",1,1,0,0,0,0,0,0,1,1,0,0
6711,"Will have figured out how to separate bike lanes and vehicles so both can travel safely",1,1,0,0,0,0,0,0,1,1,0,0
6712,"Fun public golf like ""the muni"" in Charleston. The fill the tee sheet everyday and make a fortune fueled by designing a creative course",1,1,0,0,0,0,0,0,1,1,0,0
6713,"Nate Bargatze will want to live here!",31,8,9,14,9,3,3,3,22,5,6,11
6714,"Is Warren county still a certified clean county? I’ve seen trash everywhere.",1,1,0,0,0,0,0,0,1,1,0,0
6715,"BG needs another skate park in door maybe",1,1,0,0,0,0,0,0,1,1,0,0
6716,"Adding a local coffee shop (Looking at you Spencer's) into one of our local libraries, like Quills Coffee did in Louisville's East library.",32,19,2,11,9,5,0,4,23,14,2,7
6717,"Bowling Green needs to proactively work towards a diversified economy which should include Healthcare, R&D, Technology, Corporate HQ, AI.",33,21,1,11,9,4,0,5,24,17,1,6
6718,"Renovate public golf courses for a better golf experience and earn more money for the city. Look at Winter Park golf course as example $1M",34,12,6,16,10,5,0,5,24,7,6,11
6719,"Public golf done right is a gold mine. Palm Beach Par 3 reports record  year with over 55,000 rounds played in 2023. Earnings of $5.09M",1,1,0,0,0,0,0,0,1,1,0,0
6720,"I would like to see more communities being built that look welcoming and are family friendly, not just thinking of profit.",33,22,0,11,11,3,0,8,22,19,0,3
6721,"Lets get those power lines underground and beautify our streets!",1,1,0,0,0,0,0,0,1,1,0,0
6722,"Make Bowling Green Great Again",1,1,0,0,0,0,0,0,1,1,0,0
6723,"Would love to see some Natural Health and Wellness Centers that offer more than just medicine",1,1,0,0,0,0,0,0,1,1,0,0
6724,"The city and county harvest wind and solar energy to offset energy cost and or sell energy to surrounding cites like Nashville",1,1,0,0,0,0,0,0,1,1,0,0
6725,"I hope we will have better community-building events that support small, local businesses like craft fairs, festivals, and farmers markets",1,1,0,0,0,0,0,0,1,1,0,0
6726,"More investment into our parks and volunteer opportunities to introduce locals into the work we do here.",1,1,0,0,0,0,0,0,1,1,0,0
6727,"More public art, especially downtown",1,1,0,0,0,0,0,0,1,1,0,0
6728,"I would like the utility lines to be buried .",0,0,0,0,0,0,0,0,0,0,0,0
6729,"We will become one of the more financially literate and solvent communities, which will exponentially increase growth and economics",0,0,0,0,0,0,0,0,0,0,0,0
6730,"In 2050, BG citizens will support paying sanitation workers a living wage which will make trash day better for all.",31,22,0,9,9,2,0,7,22,20,0,2
6731,"In 2050, BG residents will have decided that we want less self-checkouts, robotics, etc. and that we want to deal with real humans.",33,17,6,10,10,4,2,4,23,13,4,6
6732,"Kentucky will still be a bottom 5 state.",1,1,0,0,1,1,0,0,0,0,0,0
6733,"Prioritize being a “walkable” city, especially in the downtown area!! Cars are expensive and we’re halfway committed to walkable already!",1,1,0,0,0,0,0,0,1,1,0,0
6734,"More small block parties and other neighborhood events that bring residents closer together. Invite police and firefighters!",32,21,2,9,9,4,0,5,23,17,2,4
6735,"Organized neighborhood cleanup days.",32,24,0,8,10,4,0,6,22,20,0,2
6736,"Budget additional funds for police to host meet and greet events with the public. Better relationships produce better outcomes.",31,15,3,13,10,1,1,8,21,14,2,5
6737,"A version of 50+ Citizen Academy for younger folks! Perhaps one for 18-30 and one for 30-50?",26,11,1,14,8,1,0,7,18,10,1,7
6738,"Schools to include a government class which also teaches public service prior to graduating.",31,20,3,8,9,2,3,4,22,18,0,4
6739,"Public bus service will extend throughout Warren County, not just in BG city limits.",1,1,0,0,0,0,0,0,1,1,0,0
6740,"We need to invest in clay st. And help make that community more visible, clean, and welcoming.",29,16,0,13,9,3,0,6,20,13,0,7
6741,"Want BG to have a small town vibe",1,1,0,0,1,1,0,0,0,0,0,0
6742,"Better roadways and traffic systems --- PLEASE",1,1,0,0,1,1,0,0,0,0,0,0
6743,"Much better roads and more efficient traffic.",1,1,0,0,1,1,0,0,0,0,0,0
6744,"Many more indoor walking options.",1,1,0,0,1,1,0,0,0,0,0,0
6745,"Several more indoor walking options for exercising.",34,22,2,10,11,3,1,7,23,19,1,3
6746,"Use existing buildings instead of building more",1,1,0,0,1,1,0,0,0,0,0,0
6747,"To see nature & museums come together encouraging tourism & area visitors to spend time. Will want experiences for people to take part in.",1,1,0,0,0,0,0,0,1,1,0,0
6748,"- Fair development, investment, and support across all of BG - Adding BG as a stop on the train line - More opportunities for young adults.",0,0,0,0,0,0,0,0,0,0,0,0
6749,"I’d hope that there is more affordable housing without pet restrictions for those houseless with only their animals.",30,17,2,11,9,0,1,8,21,17,1,3
6750,"Expand green spaces and maintain our great parks. Develop river front.   Focus on quality of life versus quantity of people.",1,1,0,0,1,1,0,0,0,0,0,0
6751,"In 2050, young educated professionals in their late 20s won’t feel pressure to leave town in order to advance their careers/personal lives",32,25,0,7,9,3,0,6,23,22,0,1
6752,"We will have a thriving Waldorf school",1,1,0,0,0,0,0,0,1,1,0,0
6753,"We will have a digital ""yellow pages"" and separate comprehensive digital bulletin board for all community events",1,1,0,0,0,0,0,0,1,1,0,0
6754,"We will Have small, electric shuttles that run every 15 mins to and from the downtown area and parking garage from 8am -11pm",1,1,0,0,0,0,0,0,1,1,0,0
6755,"I would hope by 2050 a certain population in BG will stop constantly expecting their life funded with free stuff provided by tax money..",33,8,14,11,10,2,2,6,23,6,12,5
6756,"The immigrant population numbers has gotten completely out of hand. Maybe the few that thrive on bringing them here needs to support them.",1,1,0,0,0,0,0,0,1,1,0,0
